Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Prediction,Time,Summary,Text
132575,B00141SPNI,A19GGYWQ5VCA3R,C. Kupper,0,2,4,1224806400,Order fulfillment/warehouse problems?,"The product I ordered was fine; the price, vis-a-vis supermarket, was excellent! Delivery time, great.<br /><br />BUT what I ordered was a 6-units-for-the-price grocery thing. What I got was a single unit, NOT the 6.<br /><br />When I called about this, the mistake was corrected immediately, so that was good. And I got to keep the single unit I received FREE. That was nice.<br /><br />Still, you may have a picking-and-packing problem in the dog-treat division. Any ideas on how to avoid this? The order form doesn't supply any alert mechanism. SO I GUESS THE PICKER JUST HAS TO READ THE ORDER MORE CAREFULLY?"
216614,B0017SRM1O,A16END66DW1OMF,Marti,0,0,5,1338940800,Loved these brownies!!!,"These brownies were awesome! Very moist and chewy, I loved them so much I signed up for subscribe and save!!"
304064,B0029NVJ4M,A3MB37I1XR1FNW,Dragonfly,0,0,5,1342569600,Great Cat Treat,"I ordered these Whiskas Dentabites for an 8-month old kitten we adopted.  The cat was in good health, but his breath was a little stinky.  One bag of these treats plus a carefully balanced diet was it took to clear up that breath.  I ordered the 12-pack and plan to re-order when we run low."
515297,B000GG0BM0,A3JZXX70WRSMDH,memphiscate,0,0,5,1310083200,Better than organic brands,I first enjoyed this tea at a restaurant at lunch time. It was a delicious surprise! I cannot find Bigelow Darjeeling tea in local stores. I have purchased 2 different brands of organic darjeeling tea and the taste of those do not compare to Bigelow.
151530,B000H27O8C,ALDRCF8DQ5AE9,"C. Downs ""Chocolate Rocks""",0,0,5,1261526400,Best Instant Hot Cocoa Ever!,"This cocoa is rich and flavorful, nicely chocolately! I only wish I could get the flavors in individual boxes. I love most flavors offered, but would love to be able to get my favorites on their own! I like to give packets as Christmas gifts to people I work with done up with a cute package and winter poem. Everyone seems to love it!"
566331,B000K8V1PA,A2PN65B6BSTIYZ,B. A. Chaney,2,4,4,1192579200,A good alternative to chips,"My husband really likes to have chips or something to munch on in his lunch, and pita chips are a good alternative to regular potato chips.  I decided to buy these at Amazon.com because they are such a better price than I could find them in stores. An added bonus was that Stacy's brand is our favorite in terms of taste (compared to Trader Joe's and other store brands) but they are normally more expensive per bag, so it was nice to find them on sale.  However, I will note that I bought these as part of a promo (one of those save $$ off a purchase) so I don't know if they will be as good of a deal in the future.<br /><br />The only downside of ordering these (and other items from Amazon grocery) is that since they come in bulk, you end up with a lot of the product at a time.  I ended up with 24 bags of Pita chips total, which was a lot to find room to store!"
461494,B000BEZVW2,A259BG4F25JNT9,Bhappy,1,1,4,1265241600,I was skeptical...,"But these were great!  The first bite, I wasn't sure, the second bite I decided I liked them, third bite decided they were really pretty good.  They actually reminded me of something, I can't quite recall what though.  I have tried several of the alternative dog options Yves ect..., but have never liked any of them, they all have that...taste...blech.  I really enjoyed these. <a href=""http://www.amazon.com/gp/product/B000BEZVW2"">Loma Linda Big Franks, 20-Ounce Cans (Pack of 12)</a>"
492153,B000KSRTM4,A3ND7PQ7ZZJSQD,Sherlyn,4,5,5,1200182400,amazing,"I am a coffee snob, so I am very picky about my coffee.  This coffee is so amazing.  The beans are beautiful! They are dark and shiny.  The smell is wonderful too.  This coffee is a must for all of you coffee lovers out there!"
219982,B004JWOH72,A15PMDSHLU5MDQ,brittney,1,1,5,1322352000,don't buy here way over priced,"I love the naturl energy from this product, you can get them at the grocery store for $1.00 each or you can get a 44oz fountain"
387899,B007RTR8UW,ALDAF4VVLFRHP,Patricia L. Brouillette,0,0,5,1344038400,"Fresh scent, works well on my hair","It works, doesn't leave any residue and has a mild refreshing scent. It works well as a conditioner. It doesn't take much to cover my long hair, which is always a plus since it always seem to take more conditioner than shampoo to cover my hair. It also leaves my hair manageable. I am very happy with this conditioner."
213868,B000SAPXNQ,A2EGZB84NFWPD2,LadyHoozer,5,5,5,1296172800,Happiness in a mug,"Do you know that feeling you get when something makes you really, really happy, so happy you can't stop smiling? I get this happiness overload when I smell honeysuckle, run through the grass barefoot or eat juicy peaches or chill crunchy apples - and while drinking Davidson's Herbal Christmas tea. The smell of this tea is lovely, but it does have a slightly overpowering cinnamon smell. When brewed, the mint in the tea balances out the cinnamon to create a hot/icy sensation in one's mouth. I brewed 1.5 tsp in a little over a cup of not-quite boiling water, and the flavor is beautifully subtle, not overpowering. This tea is surprisingly sweet, perfect by itself. I'm used to buying tea of this quality for about $12 for 2 oz, not 1lb. The double-layer bag was bigger than I expected, with a ziplock like closure at the top to keep the tea fresh. Over all, I think this was one of the best purchases I've ever made."
202563,B000MWYAMU,A3PZ4AXTY9J1DZ,Jason Ralsky,1,1,1,1305763200,"Dry, Tasteless Jerky...","* This is a review for the 1.25oz Kickin' Teriyaki  flavor Beef Jerky *<br /><br />Beef Jerky has always been one of my favorite snacking foods. I even used to make my own when I was younger. I've tried a variety of brands before but this is the first time trying out Wild Ride. It claims to be Hormone and Nitrate free with no added MSG, and while the ingredients listed do confirm their claims this beef jerky has got to be some of the driest, tasteless I have ever eaten.<br /><br />Kickin' Teriyaki is the flavor I got. To be sure I didn't just get a bad package I opened two bags and both sets of jerky was dry and tasteless. I do not taste anything ""kickin"" about this jerky and there is virtually no Teriyaki flavor either. To make things worse the dry jerky tends to have a powdery taste to it because it is made with Soy Sauce POWDER instead of Soy Sauce (this is to get around saying it has no added MSG). Instead of imparting a nice Teriyaki flavor you get this powedery taste to the jerky and mixed with the bit of onion and corn starch in the jerky, it almost is like they coated it with onion powder instead of Teriyaki.<br /><br />On the plus side however, this is a nitrate free product which is a good thing as many other jerkies tend to have Sodium Nitrate in them. Also with both packages I have opened currently, the jerky breaks down easily and isn't tough as leather nor does it contain any sinew it seems.<br /><br />OVERALL this jerky just seems extremely tasteless and powdery. While it doesn't contain ""added"" MSG, Nitrates or hormones, they got around this by using powdered versions of ingredients (powdered vinegar and soy sauce) plus it contains Dextrose and Fructose , modified food starch and corn starch and SUGAR is your second ingredient. I've never seen so much sugar and starch added to jerky in my life. So despite being hormone and nitrate free, this jerky (in my opinion) is barely palatable and should be avoided"
525158,B000WLXMVQ,AJ742QZZQ1WLI,Chick RIchie,2,2,5,1325462400,Diabetic's Dream,"For type 2 diabetics trying to control blood sugar by diet alone or with minimal medication the Walden Farms brand is heaven sent.  I have been using their dressings for several years.  Not all of their dressings are as good, in my opinion, as the Thousand Island but all will help control blood sugars.  What I like about the Thousand Island particularly is the creamy texture of the dressing and the taste.  You can use it on salads, burger melts or in a low carb rueben wrap. (I use the Santa Fe Tortilla 6 carb wrap)<br /><br />People who complain that Walden Farms products don't taste the same as 'normal' dressings have a valid point and it shows how much we have come to equate 'good taste' with sugar.  One way to check out your favorite dressing or catsup is to look at the ingredients and see how high sugar, corn syrup, and high fructose corn sugar, is on the list. It is no surprise that sugar is often up there near the top and often listed multiple times. Some dressings produced by major brands, however, have only two carbs per serving.  For many people, myself included, this is a tossup.  In some cases taste and cost may swing toward buying the major brand.  For more selections check at the Walden Farms website and don't forget to check at your local grocery or health food store to compare prices on this brand.<br /><br />Clearly, if you are looking to control your families intake of carbs, the Walden Farms brand is a good choice.  If you know of other brands with zero carbs that taste as good or better please add your comments to this review.  There is nothing I like better than hearing about something that tastes great with zero or low carbs.  Your comments may assist myself and others who are living with diabetes and want to live a better and longer life."
160804,B0013CLTJ0,A2QEDVI7V8ZBJP,Myron Dietz,4,4,1,1204070400,After Taste,This gum tastes good at first but it has an 'interesting' tomato aftertaste that really lingers.
141713,B003GTR8IO,A1L20MX19ZMNW5,paisleymonsoon,0,0,5,1293062400,My New Addiction,"I've tried lots of flavored coffees, and most taste artificial and eventually wear out their welcome. This one is great. It has just enough vanilla to be flavored, but not too much to overpower. This does brew up quite strong, almost as strong as espresso with one tablespoon coffee to one cup of water. However, it's great for my purposes. I've developed an addiction to adding it to warm milk and brown sugar for a vanilla and brown sugar latte (I froth my milk by shaking it up in a jar and microwaving it).  I bet I can't get it that way at Starbucks, but that's okay because I can make it at home just fine ... and cheaper."
94130,B0002DGRPC,A2DE6B05NCDRK3,hemihappy,0,0,5,1327276800,dog treats,"There isn't much my puppy won't do or try to do for one of<br />the freeze dried liver treats. Gave one to another Springer Spaniel<br />we met at the beach and now when I see him he races, sometimes<br />a long distance, to great me and get another treat. great<br />training aid."
454221,B001BKVX18,A3RO0O8I8B0MWR,"J. Akamine ""imo123""",5,5,5,1316736000,homemade vitamin c serum,"I bought this to make my own homemade vitamin c serum at home. I am not confident of the stability of those expensive vitamin c serums at the store or the high end ones. If they are still good, that means preservatives of some sort. I wanted a good, no-nonsense vitamin c serum so I searched online and found a recipe that calls for camu camu powder. I found this brand and I have used it to make several batches. I only make 10 days worth at a time and it's so easy. I feel more confident that it's working and it feels and looks great on my skin. It's so easy and so inexpensive to make at home, I am so happy. I figured if this didn't work, I can always mix it  in juice and take it as a supplement. So far, I like it. I have even shared some powder w/family to take for their ailments. They say vitamin c is good for everyone... and with all the other benefits of camucamu powder, I do not regret this purchase. It came in fast, and packaged well."
563654,B007JFMH8M,A93OSR5GY3X0I,sweetT,0,0,5,1341878400,Husband Loved The Oatmeal Cookie,My Husband Loved The Oatmeal Cookie he said that it taste home made. curbed appetite like a snickers would have. He said they taste  natural would try them again.
349388,B000CQC064,AK7UAWHWHLP45,lovestoread,1,1,5,1206057600,LOVED IT!,I have always loved chai tea but wanted more spice so I always brewed it really strong. This tea is just right and I'm very happy with it.
73067,B005ZZLKU4,A3AT8V1FY4IQFL,"Sammy ""romeoharvey""",1,3,1,1327968000,Wow.,"(This is being said at the 114.99 price point...)<br />I'm gonna go ahead and agree with all the rest of the reviewers that the price is ridonkulous.  I got a bottle for 99 cents at kroger.<br /><br />I am going to have to disagree with the reviewers on the taste.  They all enjoyed the flavor, so they must not drink real coconut water.  Just a warning to those of us who do, don't get this even if the price drops down to the more reasonalbe 20-ish dollars per pack.  I bought this and did note that is said coconut water ""beverage""..., still I thought for less than half the price I pay for coconut water that doesn't need to be labeled as a beverage, I could stand to have a somewhat diluted product.<br /><br />Was totally not expecting it to taste exactly like something I would pay two to four dollars for.  And still, at the first sip, my gag reflex kicked in.<br /><br />Caution: This stuff is sweeter than your lucky charms from your childhood after you donated all the cereal parts to the dog and doused the already overly sweet marshmellows in gallons of sugar.  Without all the sweetness, the flavor itself may have been satisfactory.  I say may have been, because other than what had to be the entire sugar supply for the western United States, I couldn't really taste anything."
175683,B003EJ9KLO,A3SEHY9N1ZSP29,AmShopper,1,1,5,1328313600,Very pleased,"THE MIX:<br />I really like the taste of this pancake/waffle mix and it's whole wheat which is much healthier than most of the mixes I see in the markets that are just white flour.  I've had trouble finding a whole wheat mix I like but was not disappointed here.  My little one is a picky eater and she likes it too.<br /><br />THIS SELLER:<br />Really fast shipping, I was very impressed.  I'm in CA, not sure if that matters.  Expiration date was 11 months from date of arrival.  This is same as when I buy it in the store so I was very pleased with that as well.  Overall extremely satisfied."
277942,B000WFKI82,A58N07M0ZCYMB,Valentina,2,3,5,1330214400,My 2 cats love cubed Wellness food,"I only feed Wellness to my cats - grain free is what I like the most about this brand.  In the wild, they would never eat grain, so why feed low quality, grain filled foods at home?<br /><br />Wellness ingredients are stellar, I'd eat this food.  First ingredient is plain turkey.<br /><br />Wellness Cubed 3oz varieties are my cat's favorites.  Sliced type is second, minced is third.  I also feed Wellness pouches and pate styles, plus Core as well.<br /><br />Cube size is approximately 1/3rd of an inch.<br /><br />Turkey is what I prefer to feed them, Salmon and Tuna are their favorite, but I try to feed less fish, make sure they get plenty of high protein turkey instead.<br /><br />Analysis:<br />Crude Protein  Not Less Than  8.0%<br />Crude Fat  Not Less Than  4.0%<br />Crude Fiber  Not More Than  1.0%<br />Moisture  Not More Than  82.0%<br />Ash  Not More Than  2.8%<br />Magnesium  Not More Than  0.025%<br />Taurine  Not Less Than  0.05%<br /><br />Ingredients: Turkey, Turkey Broth, Water Sufficient for Processing, Peas, Dried Egg Whites, Natural Flavor, Dried Egg Product, Guar Gum, Spinach, Sodium Phosphate, Ground Flaxseed, Salt, Potassium Chloride, Cranberries, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Cobalt Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Carrageenan, Taurine, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin B-12 Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin D-3 Supplement, Riboflavin Supplement, Vitamin A Supplement, Biotin, Folic Acid), Choline Chloride."
494010,B003VXFK3U,A1JFHM5S2BJ8TF,R. Morville,1,1,1,1325376000,Watery,I generally enjoy all types of hot chocolate - sweet american and deeper european... this was neither. It was watery and undrinkable. I would not recommend purchase and actually threw mine out. Hope this helps!
272866,B000EMK4GO,A31IPFRDKPT6M3,"R. Smith ""New Mom!""",0,0,3,1280016000,Okay in a pinch....,"I ordered these because of their great price on amazon at the time.  I think they are okay, but the suggested cooking time is too long (I cook them 5-10 seconds less than recommended) and they do seem to have a 'chemically/processed' taste to them.  Also, I really don't like heating/microwaving plastic, as the bowls are made of.  Good in a pinch if you're craving a molten chocolate type dessert, but I wouldn't buy more than one at a time again."
484801,B000QSOOZS,A2NPC4HX996ZHJ,"Angela ""Silivrenwolf""",3,3,5,1221004800,Great food for Puppies!,I'm new to the whole feed your pets GOOD food. This is a very good brand to start off with and you're able to buy this brand pretty much anywhere luckily. I go back and forth between MudBay and Petsmart depending on price. Yes its a bit expensive but its very much worth the buy!
47563,B004M0Y8T8,A2QSTNLUEXAKJI,jlamoine,0,0,3,1350950400,Cherry Juice (Indian),"My son and I have both been taking tart cherry juice for about 2 months.  His gout is better and my back and sleeping are better also.  He has stopped taking his gout medicine and when it starts to bother him, drinks about a 5 oz. glass of juice.  I drink mine before I go to bed at night."
332993,B006VXEF1U,A2K83ED6AI9LZQ,alicesaan,0,0,5,1348444800,Perfect chocolate,"This chocolate is by far my favorite brand, melts on your tongue and is good for cooking as well. Highly recommended."
396444,B000LKTMLM,AITDFOKMCR41Z,Spirusoft DOT com,3,3,5,1300492800,fantastic,"dear amazon.com<br />Please keep this on subscribe and save forever.<br />this is a great cereal for health.<br />not the best tasting in the world but this is a powerhouse of nutrition, at a great price with subscribe and save!<br />thanks amazon,<br />sincerly loyal customer forever.<br />P.S. will be purchasing more."
270419,B000G7TBUC,A36G3YDL6EGW0W,"JRS ""Jayme""",0,0,5,1346976000,Perfect afternoon snack to help avoid a feeding frenzy,"I love the fact that these pretzels come in 100 calorie packs. It is just the right amount for an afternoon snack. We have a bunch of pretzels, peanuts, almonds, etc. on a snack table at work. Around 2:30 every afternoon my resolve to stay away from the salty, filling (and fattening) yummy goodness on the table would start to wane. By 2:32 I would be coming up with reasons to hover around the snack table. By 2:40 I'd be covered in peanut shells, done with my feeding frenzy and figuring out how I was going to avert a repeat performance tomorrow. Then I found Snyder's of Hanover 100 Calorie packs. Seriously, folks, they are my saving grace. And they have just the right amount of salt. I thought 60 bags would be a ridiculous amount if pretzels to purchase, but it worked out great, they lasted a couple of months and I've already purchased another box."
487113,B000PDWBKO,A1W6KWQV79YDC2,Loren,0,0,4,1297123200,Too Salty,"Way too much salt in this pack.  Don't get me wrong, I like me some salty popcorn, but this is over the top.  However, you can solve the issue by cutting a hole in the bottom of the popcorn side and pour 3/4 of the salt out.  Once we discovered this trick, great tasting popcorn was the result."
457759,B000EVYUG0,A1YJMG0QJXZLD4,Rosemarie,0,0,4,1306972800,Makes a very nice cake,"This is my first cake that I have made gluten free, I tried the brownie mix by Betty Crocker and that is to die for.<br />This is a very nice, moist not too sweet chocolate cake it gives a nice little crispy edge which I love.  The only issue is that they say decadent, I do not agree with that, the chocolate is a bit light, it could use a stronger chocolate flavor. It is just a plain, albeit very good, chocolate cake. With that said I would definitely buy this again, it hits the spot on most levels."
122147,B000ORSIJ4,A2XFQ0XLIFC58Z,Wile E. Coyote,0,1,5,1346630400,End nuisance barking forever,"You've repeatedly asked the dog's owner to do something about its ceaseless yapping, to no avail. You've called the police numerous times and they don't give a spit. You're now being driven literally insane by the incessant yap yap yap yap yap yap yap of that infernal little Maltese monster night after night after night and are starting to consider some extralegal solutions. Here's your answer. As little as one gram of this stuff, mixed into some cheap hamburger and thrown over the fence, is enough enough to kill a 10-pound dog, but it's totally harmless to humans. This way, if a small child or mentally impaired adult should happen to come across some of your bait and ingest it, you won't be on the hook for manslaughter.<br /><br />Xylitol: it's God's gift to the victims of nuisance barking."
315607,B003Z7UR2Q,A1C6BYE8517BBF,P. Fether,2,2,5,1316736000,good quality yeast,"I've used this yeast for years in my homemade breads, and it always rises well and tastes great. Being ""real"" yeast and not instant adds to the healthiness of the bread. Shipping was fast too."
91275,B004HCBKJ2,A34AADYGNZ60J8,Animus,0,0,5,1318982400,Worthy purchase,"Great product! Came with the amount of peppers I was told, came a few days faster than I had expected. They are a bit small, but they are dried peppers what can u expect :}"
