"Id","ProductId","UserId","ProfileName","HelpfulnessNumerator","HelpfulnessDenominator","Prediction","Time","Summary","Text"
485366,"B001RVFERK","AAHWRCMGPJ0BJ","Codi",3,3,5,1302134400,"Amazing","I am 15 years old and these chips are the best i have ever had in my entire life so if you're thinking of getting healthier chips for you're kids and or teens these are the way to go my favorite are the seasalt and vinegar but original and bbq are really good too"
477168,"B005BPVE3G","A16WPA6JV83YXT","Sandra Trolinger ""trolsgirl""",1,2,5,1329868800,"Delicious!!!!","These arrived in the mail after work right before I made dinner. Perfect snack to tide me over before cooking and I was very surprised at the nice balance of the chocolaty taste vs. the zing of the cherries!  They are crunchy and satisfying and I actually ate less dinner!  I loved the nuts too but were glad they didn't overpower the bar and the cherry flavor. I would buy these for snacks at work for the 3 pm ""looking for food but don't want to spoil my appetite or eat a candy bar"" time when I am bored more so than hungry.  The kids liked them too and I think they will be taking them in their lunches or snacking on them after school."
88316,"B006TJTYP8","ALYN2W1QZ3PXI","tpcjkk",0,0,5,1350086400,"Unique and Delicious","I discovered this while vacationing on the Big Island of Hawaii.  It has a pleasant, very tart and fresh taste - so unlike most sugary jams and jellies.  The passionfruit flavor is very prominent.  It is a bit runny.  I love it on toast."
228705,"B0058AMY10","A2OAYIM13WIXCH","Mary D. Haper ""Gramma to 3 boys""",0,0,5,1206662400,"the best chips ever","We love Kettle Chips Lightly Salted and don't feel guilty eating them!  We used to buy them at Whole Foods but buying from Amazon has saved us money.  We have purchased at least 3 times and have been happy with the chips and the delivery."
476833,"B008BY7NSE","A3R2YYQM866HS0","Jennifer Forte ""Jenn""",0,0,5,1328313600,"Tastes great!","I purchased this based on the hugely positive reviews and for the promise of having a tasty alternative to regular peanut butter.  I was amazed at how good it was!  Definitely buying this again."
106017,"B000WEMJ2G","AAF3ECYTDXIA7","Book Girl",0,0,5,1314403200,"Yummy treats for doggy!","Unfortunately, my dog has an allergy to pork and a great majority of dog bones seem to be made with pork.  My dog absolutely loves these bones!  There's no need to worry about any allergy, because these things are basted with Chicken.  They actually last quite a long time, as well.  I would recommend these for anyones furry friend!"
480365,"B000DZDJ0K","AA77OL6L7NBDY","Steve E. Figura",0,0,4,1294444800,"Gluten Free Pancakes","I did not care for this product as a pancake recipe when it is made with water (very cardboardy pancakes).  However, when I tried the recipe with buttermilk, it was excellent.  I would also suggest using a much thinner version (more buttermilk) than the basic recipe suggests."
436820,"B008O3G2GG","A3GYC6Y06A9J1X","Scott Craven ""loser old guy""",1,2,1,1343692800,"Engineering flaw","My two dogs apparently loved the scent and taste based on the way they were all over the Stik as soon as I uncapped it. The problem was the roller ball. It didn't roll very well. This became the pattern -- place thumb on ball, roll, let dogs lick off residue, place thumb on ball, roll again ... It became tedious very quickly. My main dog grew impatient and latched onto the bottle with his back teeth, easily piercing the neck allowing the flavored goo to ooze out. I tossed the Lickety Stik lickety split."
2285,"B0016D2MY2","A1FOETZVA33OE4","R. Zdrojewski ""RZ""",0,0,5,1272153600,"Just Mmmmmmmmmm","It's that good!  Heaven if you like cinnamon.  Tastes sweet with no sugar."
448727,"B00164V4ZE","ABBBP0HLLXJZ9","Rhonda Poynter ""gannon'smom""",1,2,5,1290124800,"Repeat Purchase - Great Deal!","I think that these cookies are a great deal through Amazon, because the packages are the exact same size and count as the ones sold at our hospital, where we spend far too much time. I'd suggest this bulk purchase to anybody who wants to break free of the $1.25 to $1.75 per pack that a vending machine or the cafeteria will wring out of you...even a convenience store gets right around that same amount, too, so again, just about the best price I can find!!!! =)"
186359,"B002LN1ME2","AC8NEZHM41IW2","Heide M. Marando",9,10,5,1226534400,"Really Helpful","I use this product with my 2 year old daughter and its the only thing that will keep her regular."
126008,"B005FGKODM","A27OW8PG5OI7BF","RN",3,5,5,1316304000,"Good Temporary Substitute","This is a gum, and as such, does lose it's flavor on the bedpost overnite!! . . . actually sooner than that. However, that being said, I love that it postpones, and in many cases, eliminates the urge to go to the fridge for something bad-for-me. I love the flavor of the Mint Chocolate Chip, the Key Lime and, especially, the Orange Cremesicle (or whatever they call it). The others are good, but not my favorites. I have not tried the Apple Pie, but my friend who shares the same taste opinions in foods, says it is a bit tangy and fakey tasting. She says the ones named above are better. -db"
417250,"B001E5E00G","A33OFMWDHGQ9P8","zKyd.org",0,0,3,1261440000,"Not worth the price","These last for about a week after opened, they taste alright but not worth the extra price.  Would go to your local Whole Foods to pick up something better."
43881,"B001EQ5JLE","A1ZOKMVD4SCS5W","Leya66",1,1,5,1325203200,"Tea time","P G Tips tea is a black tea. I am from India and am used to strong tea.. I used to have to use two Lipton bags at least to make a good cuppa, but PG Tips has solved that issue for me. We have a constant supply now and I suggest the name to all my friends."
47230,"B0029O10P4","A3URG3C2QF17RR","Lynne ""Knitter""",0,0,5,1275696000,"crunchy good","Our cats really love these treats.  If you just pick up the bag you have any within hearing distance there to share."
220586,"B000F19XIO","AJYE04U15H6HW","Joe A Gillespie",0,0,5,1278806400,"AWESOME","probably the best bbq sauce i have ever used... i have tried alot of sauces too... this sauce has it all... sweetness... spice... that vinegar taste... but not one flavor over powers the other... they compliment each other... great on ribs... and chicken"
33548,"B006N3I84I","AYOGH5XOK8AES","True-to-life",0,0,5,1341792000,"Tully's.....the best!","I have been drinking tully's for a while now and I have finally taken the time to type a review. If you are looking for a strong, yet smooth and refined coffee this is it! It is not bitter nor does it leave an after-taste. I have turned so many of my friends and family on to it, that they only drink this brand themselves; many of them switching over to a Keurig just for it. I am an extreme coffee drinker and have experienced the bitter and waterty varieties of coffee, so I know bad coffee when I taste it. Tully's is my favorite coffee and is absolutely the best I have tried and the only kind I will buy."
301157,"B003Z6ZGZK","A3NSYYN05YMZ4N","Raymond ""raymond4me""",0,0,5,1345248000,"Taste just like Starbucks Bottle Frappuccino. DELICIOUS!","Mix 1 packet with 8 fl oz. of milk (cold milk if desire), and some sugar or honey. Very delicious!"
76576,"B0049ULB78","A2KX0E2FQZP654","KeithC",0,0,4,1336176000,"Normally don't drink Dark Roast...","This blend isn't too harsh though.  Admittedly I use creamer with all my coffee; but I find that this particular blend does well with me.  If I were to buy more Dark Roast in the future, it would probably be this one.  I'm a fan of most all Green Mountain Coffees."
295177,"B000LRIGNK","AFBI63M69VXOL","J. Hanlon",0,0,5,1235865600,"The best wafer cookie out there","These are by far the best flavor of the lot. If you like lemon - really like lemon - then these are so worth a try."
186109,"B000LDRWWU","A3EJRBPUFFECQP","Jen Y.",7,7,3,1212883200,"Great concept but doesn't last too long","I like the concept of this toy w/these rawhide strips but they are very expensive and after much wear on the toy the rings do not stay on well so they do not last very long.  Yes, my dogs are big agressive chewers but I was thinking the toy would last a little longer.  The strips are kind of thin so they are finished with it in about 10 minutes."
119377,"B000GB4U4A","ALXUSXA61XNH5","dojogirl",5,6,1,1199404800,"Didn't pass the test","Neither of my two cats would eat these treats. In fact, neither of my dogs would eat them either-- and they're willing to eat the occasional ""cat cookie""! I looked on the package and it looks like the main ingredient is corn meal. These treats look and smell like cheap dog food, not fish. The scent is not at all appealing. So basically I paid for an overpriced 3 oz. bag of corn meal based pet food and now I'm stuck with a bag because none of my four pets will eat it."
336906,"B0012KB4U2","A3GKVHYVUV5YUH","E. Weinberger",0,0,5,1261785600,"great for taste, great for clean teeth","All I have to do is say the word ""treat"" and my cats jump over each other to get to this treat. It is the only treat they have ever liked.  However, the additional benefit that others have not mentioned is that it helps to keep your cats' teeth clean.  One of my cats was prone to building up plaque-- not a problem since she started having these treats twice daily.  Thanks Amazon for making these treats available and affordable. For some reason, they can be hard to find in the stores, and they are much more expensive when purchased that way."
324465,"B004CGC86C","AYPTKTK40FI4S","Keith Sargent",2,3,4,1329868800,"BUCKWHEAT HONEY","This Honey is very different from any Honey I've ever tried. It is good in coffee, not good in tea. It has a slight molasses<br />taste and its after taste is similar to raisins. Very unique in taste, some believe it is good for a sore throat."
66538,"B0000CEPDP","A1FZC2TYC0S4JA","Soclr ""Soclr""",0,0,3,1348012800,"Not sure if this food is the best option.","I'm not convinced on this brand yet but we are trying it. A crf cat needs low protein and low phosphorous. The data on this from Tanya's guide for Crf cats shows this has pretty high phosphorous for a renal food.  .72% vs .38% on the K/D. Also has 36% protein vs. 28% with the K/D. Its more equal to senior formula foods than the prescription foods. It might not be the best choice. It does have high fat though vs other brands which is my hope for keeping some weight on my 18 year old crf cat."
7327,"B00351JX8G","A3V83IWGLCSAFU","Deezer",3,3,5,1284336000,"Wife loves the stuff","Though it's hardly real coffee, my wife loves this stuff.  She says it's like having hot caramel ice cream in a cup.  Amazon's 4-pk price is much better than store price...if it can be found in a store."
479644,"B0025VF7JG","ABA6PINS900NQ","Mike Zmuda",1,1,4,1287360000,"What can you say? It's Bazooka Gum!","What can I say? This is Bazooka gum! It's just like you remember it (except now, Cherry has been replaced by Tropical Punch, and Strawberry has been added to the mix...) (Also, there is no grape anymore. :(  )<br /><br />Original still tastes just like it did when I was a kid, and the comics are as corny as ever. (In a good way.)<br /><br />The 1440 pieces of gum (!!!) that come in this case are a value-buyers dream. I bought this for the office to aid in our ""stop smoking"" campaign, and it worked pretty well. The 1440 pieces of gum lasted about 2 months for some 30 employees.<br /><br />My only piece of advice: buy this gum in the fall, winter, or early spring because the gum will soften when it ships in the hot summer sun, and will tend to stick to the wrapper when one is trying to unwrap a piece. :)<br /><br />Oh well... live and learn, I guess. :)"
43094,"B000HDJZEM","A2UFLZ7D1K47NR","M. Hawkins",1,1,5,1340064000,"I love this caviar.","OK.. it's not beluga. But you can't beat this caviar for everyday topping for eggs, potatoes or canapes. Spread it on top of molded softened cream or other soft spreadable cheese.  Serve it with bagels, lox etc. It's just wonderful."
93773,"B0054TWPNC","AY12DBB0U420B","Gary Peterson",0,0,3,1336176000,"Handy. Tasty. High On Sodium. Low On Protein.","A few weeks ago I picked up a couple noodle bowls that I can keep in the pantry for occasional lunches or things like that. One was the Nongshim Bowl Noodle Soup Hot and Spicy (Beef Flavor). It's real easy to prepare and I just follow the simple instructions. I use the microwave method and it's ready in a matter of minutes, The flavor is good. It's spicy, but not overly so. Strangely, although it doesn't seem overly spicy to the taste, if I inhale the fumes it irritates my nasal passages somewhat. I have had to learn to eat it without inhaling. The sodium is high so I don't like to have things like this very often and I'm careful of sodium the remainder of the day. The protein content is too low for a complete meal, so I add a few protein items. Today, I added a couple pieces of beef jerky. All in all, I'd say it's one of the better beef-flavored bowls I can remember. It's good to have a few handy things like this around but I wouldn't want them to become a major part of my diet..<br /><br />Gary Peterson"
536070,"B003VXHGDM","A25SQ33WVST1HV","Brant L. Rusch",0,1,2,1327708800,"Not a fan of this blend","Coffee is a very subjective thing.  Some people like coffee that borders on tea, others like the stuff that a certain national chain named after a famous Battlestar Galactica pilot serves.  For the record, I love the slightly-sour taste of Dunkin Donuts coffee and I find the stuff made by ""that other chain"" to be akin to re-hydrated cigarette ash.  For many years, we still percolated coffee...with most big-name brands of pre-ground coffee, you needed a percolator to bring out the flavor in it, but again, your tastes may vary.<br /><br />With my Keurig, my favorite coffee was Paul Neumans Extra Bold....because it didn't seem Extra Bold.  Until you buy 80 of them and get tired of the flavor.  Then, my favorites were the Caribu's....but something happened to that brand (see reviews) and I agree, they did something...either they don't put as much in the cups or they changed the blend, the sourcing of the beans, etc......wasted money on Caribu and wont go back to the brand.<br /><br />So Wolfgang Puck got the nod, tried 4 different flavors.  This one, Sorrento, is not my favorite of the bunch (currently Colombian Chef's Reserve).  It has a bolder strength (which I believe hard core coffee drinkers would consider Medium), but to me it has a simple burnt flavor to it.  Cream and Sweetener don't correct for this, and thus I'm a bit disappointed....but again it was a stab in the dark.<br /><br />I think if you prefer a slightly bolder, slightly more burnt flavor in your coffee...this may be for you.  I like the character of the Colombian Chef's Reserve, but it is not as strong, and perhaps that is just what my taste is slanted towards.  I don't believe you can get a bad cup of coffee in the Wolfgang Puck line however.  Can't say the same for some other K-cup brands."
546138,"B004XW7CPC","ALHVHEXR5EVY3","Mike",1,1,4,1323216000,"Hi-Chew","This assortment pack of Hi-Chew is well worth the money. I enjoyed all the flavors, but my favorite is grape. Although I am surprised at the Saturated Fat content, (4.5g). Didn't expect something like this to have that much fat in it."
101204,"B0047WNPYU","A2HNHS9IL5B5Q9","chris",1,1,4,1303344000,"very easy to work with","This was very easy to use. I do not eat fondant so I can not comment on the taste but it is just as easy to use as the wilton products and the color was great and did not run all over. I would reccomment this product"
174326,"B000VKADQK","A11OTLEDSW8ZXD","CGScammell",0,0,5,1301961600,"My dogs love this stuff from Uruguay","OK, I admit, if this hadn't been offered during an Amazon lightning deal I would not have bought it due to the high price.  However, this morning I opened a can to use for one of my dog's medicines.  Each of our three dogs got one-third of a can.<br /><br />And oh my, all three woofed it down and waited for more.  Even the cat chimed in and wanted some.  My dogs don't get this excited over canned Pedigree, which is what I usually feed them as a supplementary food source.<br /><br />Although the pureed liver comes out of the can looking and feeling like something that comes out of the back end of a dog, it doesn't smell offensive.  I'm just not used to these more organic ingredients:  liver, beef broth, minerals and vitamins.  This is definitely something I will buy more often for special meals.<br /><br />Interestingly, this product comes from Uruguay."
363351,"B000G6Q4GW","A206FFH5DBWL1H","R. W. Taylor ""Wil O' The Wisp""",2,5,2,1340841600,"Junk health food","I hope that one day this snack can reach the point where it is truly healthy and consistently good.<br /><br />A) Claiming to be healthy, at least - last bag I munched on had nutrition info that would in one serving give you the bare minimum healthy cholesterol score (&lt;300) for an entire DAY. Many snacks do this. Like peanuts. Or popcorn. The idea is that since the products are from 'natural' sources, there is less control over the batch. But seriously - less than 300mg per serving? Give me a break. This gives no one trying to help themselves in this area any hope of control. It's almost like writing a blank check. To yourself. To state that your product's single serving falls less than the daily total max recommended is garbage. Read the label.<br /><br />B) The batches may be uneven in cholesterol, and they may avoid legal issues by setting it at the 'max'. But the uneven textures and flavors you may get (I consumed, along with family and friends, several cases of these over 2 years or so) don't add up, either. I had burnt tones, teeth-cracking textures at times.<br /><br />I used to love these chips, much as the majority of the reviews portray. I thought I was enjoying at the least a fair product, staying healthy, keeping the fat away. But - they are simply simple carbs with a little twist of fat that get you by in the place of their higher-fat brethren. In case you are not sure of where I stand, I am one of those people who think carb-laden chips are not a great food. You don't miss health until you lose it. These chips will not help your health. They might, at best, make it slightly less worse than everyday chips - at twice or more the price.<br /><br />A leading non-profit consumer org concluded this was 'junk health food'. They cited other causes, as well. I wholeheartedly concur that this is not a healthy food. It is a junk food that is masquerading as one.<br /><br />ADDENDUM:<br /><br />Just got around to adding this. My wife purchased a bag of the ""Hickory Honey BBQ"" at the beginning of July. They were real dental-rattlers, uneven but thick-cut and baked into seriously hard material. The spices were horribly uneven.<br /><br />Lot mark: 12JUL12 090227921:37"
379368,"B001EO5VMS","A37RD168EYOGEU","TV Guy",2,2,5,1325030400,"Love this!","I bought this coffee for my in-laws because I know they like organic. Because the order came with three bags, I decided to take a bag for myself. I bought the whole bean and was immediately impressed with the condition and appearance of the beans. They were somewhat oily and appeared to be fresh. The coffee its self was fantastic. I didn't know if I would like the chocolate, but that flavor is very mild and actually a nice touch. Well, long story short, I am now ""subscribed"" to this coffee for regular monthly orders. Thanks Amazon!"
227698,"B001FSJCPK","AE15SGONU8KPV","Marc ""Marc""",0,0,3,1344038400,"Works well, as long as your cat likes it.","These pockets worked well for our one cat's daily thyroid pill, then she decided to turn up her nose at them and the Greenies chicken flavor pockets.  At least the other cats will still eat the pockets as treats."
417806,"B009RB4GO4","A25JKMQB4EGILR","Tpancoe",0,0,1,1330473600,"Bad taste","Not nearly as good tasting as the other kcup ciders I've had. My girlfriend hated it too. They are going to find the garbage can."
249601,"B001LGGH54","A1B4MIXYVIKMU2","D. Truong ""Duke of New Mexico""",0,0,5,1235692800,"Great Tasting Carbonated Juice!","I was really pleasantly surprised with this drink. It's made from 100 percent fruit juices with no added sugar... and still tastes great. I was surprised that it does actually use the juices that describes the flavor. For example, this product actually contains real watermelon and strawberry juice. It's kind of a rare thing these days (since everything uses artificial flavors and sweeteners now)<br /><br />The only negative thing I can think of to say is that the bottles are too small.. only 8.3 ounces.  I wish they were at least... 10 ounces (preferably 12 :)"
55021,"B000IHJEDE","AINRBXW5WJEQI","Jane",1,1,5,1315785600,"Love these!","Thank goodness these are available--they're the perfect snacks for low-carbers! Recently discovered they're also good for bariatric surgery patients--a post-surgical friend who travels for work picked up a package of mine, read the nutritional info, and said it would fit into her plan.  It's difficult to find high-protein snacks that are easily portable for a briefcase or carry-on bag in case of getting stuck on a delayed flight with nothing available that she could eat (which has happened more than she would like!)"
304944,"B006J4MAUE","A17P096IE46KAI","Mark P. Sadler ""Reviewed by Mark P Sadler""",0,1,5,1333411200,"doesn't get any better","This is the best cereal I ever tasted. All that chocolate and good for you too; only 6g of sugar. Since it is not in my local grocer I'm happy there is a QR Code on the pacakge so I can research how to find this product one line... did I mention the way it turns the milk all chocolatly!"
217694,"B000SWTKV0","A1DO7UOSAA9EJB","Melanies Mommy",0,1,3,1339718400,"salt","this salt is okay. Im not a fan of salt but im just using it as a part of the master cleanse SWF."
416906,"B0038A8F0Q","A2ETNPH0KKT0HD","jordyj",4,4,5,1309132800,"Great product and value","I gave this as a gift with a salt box to my girlfriend who loves to cook. She said this salt tastes very much like what we are used to cooking/seasoning with (table salt), so she didn't feel like she would have to adjust the quantity in recipes. Southern quisine is usually heavily salted and seasoned. I ordered some for myself on her recommendation, but I haven't tried it yet."
64898,"B005MWAM72","A396ZF1TVD623F","Robert E. Erichsen",15,16,1,1300665600,"Bring back the original taste","The sugar police strike again and ruin a oatmeal taste that was always selling out in my local supermarket... Now the huge flakes and horrid taste has made me an ex-Quaker consumer. There are plenty of choices out there for low sugar oatmeals why screw around with this classic, or why not just make another version and leave this one alone?<br /><br />Horrible"
274244,"B003GMFAWM","A3IZQWRULAKKMT","Richard B. Spurgeon",0,0,5,1349049600,"A good way to lose weigh","It is not often to find a food the tastes good and has almost no calories. Just mix it with a sauce that you like and you will eat all youlike and still lose weigt. I mix mine with a spigettie sauce."
156030,"B000COF1PS","A2D5LTPG1LXDB2","Dave",0,0,4,1207958400,"Pill Pockets for Cats","Pill Pockets are very helpful in getting a cat to take a pill.  The only thing is that they are typically expensive to purchase in stores ($9 for 45 treats).  Luckily, I can pay about half that price online via Amazon or other web retailers."
267424,"B000UPALJ0","A1EN4Q8ZXO1I4V","boogsbass",4,4,5,1201219200,"Yummy!","I love the Special K2O drink mixes.  This pink lemonade was really good.  I love the idea that it adds protein and fiber....without adding calories!  I am on weight watchers and this makes drinking my water so much easier.  These drinks really do make you feel fuller longer.  Nice thing to have in between meals.  I just went today and ordered more!"
428933,"B000HNF8ZW","A1J6UHLO0YIIKK","Dodie Z. Koehler",0,0,4,1319500800,"Cadbury Curly Wurly Bar/Marathon bar","""Marathon"" bars use to be my FAVORITE back in the 70's when I could buy them anywhere other candy bars were sold in the U.S. But I can't find the TRUE ""Marathon"" bar anymore. I thought I'd try these. The Curly Wurly's have the same lacy look but the size is Not the same! And size does batter. The ""Marathon"" bar was MUCH BIGGER! Although the Curly Wurly had the same FANTASTIC taste! AWESOME candy bar! Also Great Fast service!!!"
545618,"B001E5E1CI","A39U9ZK2GJI47D","Vicky",1,1,5,1316304000,"KIDS (and adults)  LOVE THESE","My kids really love these.  We serve them with pure maple syrup and they are yummy.  However I can buy these in a local grocery store much cheaper (~$3.00/box cheaper) than sold here."
105544,"B0000D17CF","A1JVG2EUDNQ3HT","shelly v",1,1,5,1174521600,"by far the best sardines I have ever tried!","We just had these for lunch today.  I've had sardines before.  I love fish, but I've never much liked sardines because my mother always bought the cans w/the sardines in brines.  However, I bought these from an Asian store and we cooked them today and these are AWESOME.  I could've easily eaten the whole can myself.  I'm eating them right now, cold, not even heated, and they're still delicious!  I'll never buy any other brand of sardines ever again."
164445,"B0029J6JI2","A3Q7DAD53T3H26","Chris Allshouse",0,0,5,1330732800,"candy bar sooo gooood","I really enjoyed the ease of buying products such as this for bulk candy order of milkyway candy bars it would appear after halloween its not easy to find these miniture candy bars full size candy bars of milky way you can find even walmart. this the dark chocolate version of milky way creamy marshmelow covered by a very flavored dark chocolate coating. I would have know problem oredering from this company service was 5 star and was deleivred on time and no melting chocolate as i did order candy during the cooler weather which was winter in Az may not be a good idea to order during warmer seasons I do think however they will ice packet during hotter season. no issues ordering from them again.<br /><br />i"
197982,"B0081XIASW","A2NW9TXCPT80OQ","Michele C. ""MC""",0,0,5,1328572800,"Great supervised toy","My border collie loves it. She figured out to lift the cups, but she needs to be supervised or she would chew them. My wolfhoud mix couldn't use this puzzle because his nose is too big. The cups are too small for him to get a grip on with either his mouth or paws. For a normal size dog, up to about 75 pounds, this is a great toy."
228476,"B002X4DI0U","A3TFJIKZFJM6HC","Sarah Law",0,0,5,1332028800,"Deelish","Product arrived in good time and I was finally able to  make my chocolate raspberry cupcakes I had been wanting to make.  They came out fantastic too!!"
501253,"B004ANC83U","AR4MR4WN9BG24","Isabella and Marco",0,0,5,1343606400,"My cats love it","I fed my cats Natural Balance because it is good value for good quality. My vet approves it (and she have high fived me before for taking care of the cats so well: wet and dry food, not just dry food)."
